01 N A INDUSTRIA E COMERCIO DE CONFECCOES LTDA;;;;;;;;;;;;
;;;;;;;;;;;;
Categoria :TODAS;;;;;;;;;;;;
SubCategoria :TODAS;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
Familia;Sub-Familia;Codigo;Codigo Comercial;Descricao;Peso Embalagem;Peso Produto;Unidade Caixa;Caixa por Pallet;M3 por Caixa;M3 por Produto;Unidade Medida Padrao;Unidade Medida Provedor
FIO;100% POLIESTER;21112;21112;FIO 100% POL. 42/2/120 CORES;1;1;0;0;0;0;KILOS;KILOS
FIO;100% POLIESTER;21113;21113;FIO 100% POLIESTER 120 42/2 0100 ;1;1;0;0;0;0;KILOS;KILOS
FIO;100% POLIESTER;21114;21114;FIO 100% POLIESTER 120 42/2 9900;1;1;0;0;0;0;KILOS;KILOS
FIO;100% POLIESTER;21115;21115;FIO 100% POLIESTER TEXTURIZADO TN 37;1;1;0;0;0;0;KILOS;KILOS
FIO;100% POLIESTER;21118;21118;FIO 100% POLIESTER TEXTURIZADO COR 0508;1;1;0;0;0;0;KILOS;KILOS
FIO;100% POLIESTER;21125;21125;FIO 100% POLIESTER TEXTURIZADO COR 0504;1;1;0;0;0;0;KILOS;KILOS
FIO;100% POLIESTER;21126;21126;FIO 100% POLIESTER TEXTURIZADO COR 0510;1;1;0;0;0;0;KILOS;KILOS
FIO;100% POLIESTER;21127;21127;FIO 100% POLIESTER TEXTURIZADO COR 1002;1;1;0;0;0;0;KILOS;KILOS
FIO;100% POLIESTER;21128;21128;FIO 100% POLIESTER TEXTURIZADO COR 1507;1;1;0;0;0;0;KILOS;KILOS
FIO;100% POLIESTER;21129;21129;FIO 100% POLIESTER TEXTURIZADO COR 2004;1;1;0;0;0;0;KILOS;KILOS
FIO;100% POLIESTER;21130;21130;FIO 100% POLIESTER TEXTURIZADO COR 2503;1;1;0;0;0;0;KILOS;KILOS
FIO;100% POLIESTER;21131;21131;FIO 100% POLIESTER TEXTURIZADO COR 2506;1;1;0;0;0;0;KILOS;KILOS
FIO;100% POLIESTER;21132;21132;FIO 100% POLIESTER TEXTURIZADO COR 2513;1;1;0;0;0;0;KILOS;KILOS
FIO;100% POLIESTER;21133;21133;FIO 100% POLIESTER TEXTURIZADO COR 2515;1;1;0;0;0;0;KILOS;KILOS
FIO;100% POLIESTER;21134;21134;FIO 100% POLIESTER TEXTURIZADO COR 2516;1;1;0;0;0;0;KILOS;KILOS
FIO;100% POLIESTER;21135;21135;FIO 100% POLIESTER TEXTURIZADO COR 3502;1;1;0;0;0;0;KILOS;KILOS
FIO;100% POLIESTER;21136;21136;FIO 100% POLIESTER TEXTURIZADO COR 4505;1;1;0;0;0;0;KILOS;KILOS
FIO;100% POLIESTER;21137;21137;FIO 100% POLIESTER TEXTURIZADO COR 4506;1;1;0;0;0;0;KILOS;KILOS
FIO;100% POLIESTER;21138;21138;FIO 100% POLIESTER TEXTURIZADO COR 4509;1;1;0;0;0;0;KILOS;KILOS
FIO;100% POLIESTER;21139;21139;FIO 100% POLIESTER TEXTURIZADO COR 4513;1;1;0;0;0;0;KILOS;KILOS
FIO;100% POLIESTER;21140;21140;FIO 100% POLIESTER TEXTURIZADO COR 4515;1;1;0;0;0;0;KILOS;KILOS
FIO;100% POLIESTER;21141;21141;FIO 100% POLIESTER TEXTURIZADO COR 4523;1;1;0;0;0;0;KILOS;KILOS
FIO;100% POLIESTER;21142;21142;FIO 100% POLIESTER TEXTURIZADO COR 5005;1;1;0;0;0;0;KILOS;KILOS
FIO;100% POLIESTER;21159;21159;FIO 100% POLIESTER TEXTURIZADO COR 5006;1;1;0;0;0;0;KILOS;KILOS
FIO;100% POLIESTER;21162;21162;FIO 100% POLIESTER TEXTURIZADO COR 4511;1;1;0;0;0;0;KILOS;KILOS
FIO;100% POLIESTER;21167;21167;FIO 100% POLIESTER TEXTURIZADO COR 0509;1;1;0;0;0;0;KILOS;KILOS
FIO;100% POLIESTER;21168;21168;FIO 100% POLIESTER TEXTURIZADO COR 1504;1;1;0;0;0;0;KILOS;KILOS
FIO;100% POLIESTER;21170;21170;FIO 100% POLIESTER TEXTURIZADO COR 1500;1;1;0;0;0;0;KILOS;KILOS
FIO;100% POLIESTER;21172;21172;FIO 100% POLIESTER TEXTURIZADO COR 2512;1;1;0;0;0;0;KILOS;KILOS
FIO;100% POLIESTER;21173;21173;FIO 100% POLIESTER TEXTURIZADO COR 3011;1;1;0;0;0;0;KILOS;KILOS
FIO;100% POLIESTER;21174;21174;FIO 100% POLIESTER TEXTURIZADO COR 4514;1;1;0;0;0;0;KILOS;KILOS
FIO;100% POLIESTER;21175;21175;FIO 100% POLIESTER TEXTURIZADO COR 5003;1;1;0;0;0;0;KILOS;KILOS
FIO;100% POLIESTER;21186;21186;FIO 100% POLIESTER TEXTURIZADO COR 1506;1;1;0;0;0;0;KILOS;KILOS
FITAS ADERENTES;ADESIVAS;20552;20552;FITA ADESIVA OPOLOS 48MM X 72M TRANSPARENTE ;1;1;0;0;0;0;UNIDADES;UNIDADES
FITAS ADERENTES;CREPE;14225;14225;FITA CREPE BRANCA 50M;1;1;0;0;0;0;UNIDADES;UNIDADES
FITAS ADERENTES;DUPLA FACE;5020;5020;FITA ALFA DUPLA FACE AMARELA 19MM X 30M ;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
FITAS ADERENTES;DUPLA FACE;8600;8600;FITA DUPLA FACE BRANCA19MM X 30M;1;1;0;0;0;0;UNIDADES;UNIDADES
FITAS ADERENTES;GOMADA;2395;2395;FITA GOMADA 70MM REFORCO LISA;1;1;0;0;0;0;KILOS;KILOS
FITAS ADERENTES;GOMADA;2397;2397;FITA GOMADA 70MM REFORCO ESTAMPADA;1;1;0;0;0;0;KILOS;KILOS
FITILHO;FITILHO NW;212;212;FITILHO DE NW GR100 PRETO;1;1;0;0;0;0;KILOS;KILOS
FITILHO;FITILHO NW;213;213;FITILHO DE NW GR100 BRANCO;1;1;0;0;0;0;KILOS;KILOS
FIVELAS;FIVELAS;18323;18323;FIVELAS DIVERSAS;1;1;0;0;0;0;UNIDADES;UNIDADES
FIVELAS;FIVELAS;434;434;FIVELA NIQUELADA LISA;1;1;0;0;0;0;UNIDADES;UNIDADES
FIVELAS;FIVELAS;441;441;FIVELA PANDA NIQUEL 100 UN;1;1;0;0;0;0;UNIDADES;UNIDADES
FIVELAS;FIVELAS;443;443;FIVELA OURO VELHO LISA;1;1;0;0;0;0;UNIDADES;UNIDADES
FIVELAS;FIVELAS;445;445;FIVELA PASSANTE 18MM OURO VELHO;1;1;0;0;0;0;UNIDADES;UNIDADES
FIVELAS;FIVELAS;8532;8532;FIVELA PASSANTE 18MM NIQUELADA;1;1;0;0;0;0;UNIDADES;UNIDADES
ILHOS;ILHOS OVAL;4137;4137;ILHOS OVAL OURO VELHO 250 UN;0,2;0,2;0;0;0;0;CAIXAS;CAIXAS
ILHOS;ILHOS OVAL;4138;4138;ILHOS OVAL NIQUELADO 250 UN;0,2;0,2;0;0;0;0;CAIXAS;CAIXAS
ILHOS;ILHOS 45;15837;15837;ILHOS 45 COM ARRUELA NIQUELADO;0,1;0,1;0;0;0;0;CAIXAS;CAIXAS
ILHOS;ILHOS 45;18396;18396;ILHOS 45 COM ARRUELA PRETO;1;1;0;0;0;0;CAIXAS;CAIXAS
ILHOS;ILHOS 60;2906;2906;ILHOS 108/60 FIVELA OURO VELHO;0,3;0,3;0;0;0;0;MILHEIRO;MILHEIRO
ILHOS;ILHOS 60;3014;3014;ILHOS 108/60 FIVELA NIQUELADO;0,3;0,3;0;0;0;0;MILHEIRO;MILHEIRO
ILHOS;OUTROS;17340;17340;ILHOSES DIVERSOS;1;1;0;0;0;0;MILHEIRO;MILHEIRO
INDEFINIDO;INDEFINIDO;20751;20751;GLP GRANEL;0;0;0;0;0;0;KILOS;KILOS
LINHAS;BORDAR;10976;10976;LINHA P/ BORDAR BETA 95615;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;10977;10977;LINHA P/ BORDAR BETA 95060;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;11237;11237;LINHA P/ BORDAR BETA 95128;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;11242;11242;LINHA P/ BORDAR BETA 95193;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;15693;15693;LINHA P/ BORDAR ALFA 95029 AMARELO CLARO;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;15694;15694;LINHA P/ BORDAR ALFA 95237 CINZA;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;1811;1811;LINHA P/ BORDAR BETA 95039 CAQUI CLARO;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;1812;1812;LINHA P/ BORDAR BETA 95050 ABACATE;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;1816;1816;LINHA P/ BORDAR BETA 95067 VERDE CLARO;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;1822;1822;LINHA P/ BORDAR BETA 95115 ROYAL MEDIO;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;1824;1824;LINHA P/ BORDAR BETA 95146 CINZA;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;19234;19234;LINHA P/ BORDAR ALFA 95099 LARANJA FLUOR;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;19242;19242;LINHA BORDAR ALFA;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;19249;19249;LINHA P/ BORDAR ALFA 95103 LARANJA CITRUS;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;19250;19250;LINHA P/ BORDAR ALFA 95096 PRATA;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;19539;19539;LINHA P/ BORDAR BETA 95237 ;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;19544;19544;LINHA P/ BORDAR ALFA 95186 MOSTARDA;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20282;20282;LINHA P/ BORDAR ALFA 95100 ROSA FLUOR;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20284;20284;LINHA P/ BORDAR ALFA 95105 ROXO;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20360;20360;LINHA P/ BORDAR ALFA 95101 ROSA;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20390;20390;LINHA P/ BORDAR ALFA 95002 ROSA;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20392;20392;LINHA P/ BORDAR ALFA 95132 AM. CLARO;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20394;20394;LINHA P/ BORDAR BETA 95021 ROYAL ESCURO;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20395;20395;LINHA P/ BORDAR BETA 95058 CANARIO;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20396;20396;LINHA P/ BORDAR BETA 95066 VERMELHO;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20397;20397;LINHA P/ BORDAR BETA 95075 VERDE ESCURO;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20398;20398;LINHA P/ BORDAR BETA 95215 VERMELHO;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20399;20399;LINHA P/ BORDAR BETA 95310 BRANCA;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20400;20400;LINHA P/ BORDAR BETA 95311 PRETA;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20456;20456;LINHA P/ BORDAR ALFA 95129 ROSADO;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20457;20457;LINHA P/ BORDAR ALFA 95139 AZUL CLARO;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20458;20458;LINHA P/ BORDAR ALFA 95177 VERDE CLARO;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20459;20459;LINHA P/ BORDAR BETA 95007 VERMELHO;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20460;20460;LINHA P/ BORDAR BETA 95033 AMARELO B.B.;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20461;20461;LINHA P/ BORDAR BETA 95047 CHUMBO ESCURO;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20462;20462;LINHA P/ BORDAR BETA 95056 MARINHO;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20463;20463;LINHA P/ BORDAR BETA 95074 MARROM;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20464;20464;LINHA P/ BORDAR BETA 95076 CINZA;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20465;20465;LINHA P/ BORDAR BETA 95082 CHUMBO;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20466;20466;LINHA P/ BORDAR BETA 95083 MOSTARDA;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20467;20467;LINHA P/ BORDAR BETA 95094 LARANJA;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20468;20468;LINHA P/ BORDAR BETA 95119 MOSTARDA;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20469;20469;LINHA P/ BORDAR BETA 95158 AMARELO;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20470;20470;LINHA P/ BORDAR BETA 95183 ROXO;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20521;20521;LINHA P/ BORDAR BETA 95049 AMARELO;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20522;20522;LINHA P/ BORDAR BETA 95072 AZUL CELESTE;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20523;20523;LINHA P/ BORDAR BETA 95087 PINK;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20524;20524;LINHA P/ BORDAR BETA 95099 LARANJA FLUOR;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20525;20525;LINHA P/ BORDAR BETA 95100 ROSA FLUOR;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20526;20526;LINHA P/ BORDAR BETA 95102 VERDE FLUOR;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20562;20562;LINHA P/ BORDAR BETA 95003 ROSA;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20563;20563;LINHA P/ BORDAR BETA 95019 CELESTE;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20564;20564;LINHA P/ BORDAR BETA 95020 ROYAL CLARO;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20565;20565;LINHA P/ BORDAR BETA 95024 MARINHO;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20566;20566;LINHA P/ BORDAR BETA 95042 OCRE;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20567;20567;LINHA P/ BORDAR BETA 95046 CINZA ESCURO;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20568;20568;LINHA P/ BORDAR BETA 95053 BEGE;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20569;20569;LINHA BORDAR BETA;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20570;20570;LINHA P/ BORDAR BETA 95078 BORDO;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20571;20571;LINHA P/ BORDAR BETA 95088 MUSGO;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20572;20572;LINHA P/ BORDAR BETA 95095 LARANJA;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20573;20573;LINHA P/ BORDAR BETA 95113 PALHA;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20574;20574;LINHA P/ BORDAR BETA 95116 LARANJA;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20575;20575;LINHA P/ BORDAR BETA 95121 AZUL;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20576;20576;LINHA P/ BORDAR BETA 95176 PRATA;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20577;20577;LINHA P/ BORDAR BETA 95205 CAQUI ESCURO;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20578;20578;LINHA P/ BORDAR BETA 95284 CELESTE;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20579;20579;LINHA P/ BORDAR BETA 95297 AMARELO;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20580;20580;LINHA P/ BORDAR BETA 95584 OCRE;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20596;20596;LINHA P/ BORDAR CORES;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20624;20624;LINHA P/ BORDAR BETA 95233 CINZA ESCURO;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20625;20625;LINHA P/ BORDAR BETA 95089 CINZA CLARO;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20626;20626;LINHA P/ BORDAR BETA 95054 VERDE;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20627;20627;LINHA P/ BORDAR BETA 95028 VERDE;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20628;20628;LINHA P/ BORDAR BETA 95277 LILAS;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20629;20629;LINHA P/ BORDAR BETA 95034 OCRE;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20630;20630;LINHA P/ BORDAR BETA 95077 CAQUI;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20631;20631;LINHA P/ BORDAR BETA 95189 CAQUI CLARO;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20632;20632;LINHA P/ BORDAR BETA 95602 MOSTARDA;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20633;20633;LINHA P/ BORDAR BETA 95290 VERDE AGUA;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20634;20634;LINHA P/ BORDAR BETA 95018 AZUL;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20635;20635;LINHA P/ BORDAR BETA 95023 PETROLEO;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20636;20636;LINHA P/ BORDAR BETA 95285 VERDE;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20825;20825;LINHA P/ BORDAR BETA 95204;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20826;20826;LINHA P/ BORDAR BETA 95041;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20827;20827;LINHA P/ BORDAR BETA 95028 B*;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20842;20842;LINHA BORDAR ALFA FOTOCROMIA P002 ;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20843;20843;LINHA BORDAR ALFA FOTOCROMIA P011 ;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20844;20844;LINHA BORDAR ALFA FOTOCROMIA P008 ;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20845;20845;LINHA BORDAR ALFA MISTA 2710/2753 ;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20846;20846;LINHA BORDAR ALFA MISTA SH009 ;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20847;20847;LINHA BORDAR ALFA MISTA 5596/5783;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20848;20848;LINHA BORDAR ALFA MISTA SH031;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20849;20849;LINHA BORDAR ALFA MISTA 3707/2297;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20850;20850;LINHA BORDAR ALFA MISTA SH033;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20851;20851;LINHA BORDAR ALFA MISTA SH024 ;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20852;20852;LINHA BORDAR ALFA MISTA SH029 ;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20853;20853;LINHA BORDAR ALFA MISTA SH008;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20854;20854;LINHA BORDAR ALFA MISTA 3420/2170;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20855;20855;LINHA BORDAR ALFA FOSCA 2400;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20856;20856;LINHA BORDAR ALFA FOSCA 2528;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20857;20857;LINHA BORDAR ALFA FOSCA 2262;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20858;20858;LINHA BORDAR ALFA FOSCA 2310;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20859;20859;LINHA BORDAR ALFA FOSCA 3553;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20860;20860;LINHA BORDAR ALFA FOSCA 3676;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20861;20861;LINHA BORDAR ALFA FOSCA 3772;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20862;20862;LINHA BORDAR ALFA FOSCA 3606;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20863;20863;LINHA BORDAR ALFA FOSCA 3346;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20865;20865;LINHA BORDAR ALFA GLOW/BRILHO 601;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20866;20866;LINHA BORDAR ALFA GLOW/BRILHO 606;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20867;20867;LINHA BORDAR ALFA GLOW/BRILHO 602;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20868;20868;LINHA BORDAR ALFA GLOW/BRILHO 603;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20869;20869;LINHA BORDAR ALFA GLOW/BRILHO 604;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20870;20870;LINHA BORDAR ALFA GLOW/BRILHO 605;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20874;20874;LINHA BORDAR ALFA/TEMPERATURA WB001;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20876;20876;LINHA BORDAR ALFA/TEMPERATURA WB003;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20877;20877;LINHA BORDAR ALFA/TEMPERATURA WB004;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20878;20878;LINHA BORDAR ALFA/TEMPERATURA WB005;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20879;20879;LINHA BORDAR ALFA/TEMPERATURA WB006;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20880;20880;LINHA BORDAR ALFA/TEMPERATURA WB007;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20890;20890;LINHA BORDAR ALFA PHOTOCHROMIC CORES;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20891;20891;LINHA BORDAR ALFA TWISTED/MISTA CORES ;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20897;20897;LINHA BORDAR BETA 1000M AMOSTRA;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20898;20898;LINHA BORDAR 1000M BETA VERMELHO AMOSTRA;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20899;20899;LINHA BORDAR 1000M BETA BRANCA AMOSTRA;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20900;20900;LINHA BORDAR 1000M ALFA VERDE AMOSTRA;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20901;20901;LINHA BORDAR 1000M ALFA MARINHO AMOSTRA;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20902;20902;LINHA BORDAR 1000M ALFA PRETA AMOSTRA;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20903;20903;LINHA BORDAR 1000M BETA MARROM AMOSTRA;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20908;20908;LINHA BORDAR ALFA MISTA 2168/6909;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20909;20909;LINHA BORDAR ALFA MISTA 2168/2462;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20910;20910;LINHA BORDAR ALFA MISTA SH023;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20911;20911;LINHA BORDAR ALFA MISTA SH026;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20912;20912;LINHA BORDAR ALFA MISTA SH030;0,1;0,1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20915;20915;LINHA P/ BORDAR BETA 95306;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20931;20931;LINHA P/ BORDAR BETA G588;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20934;20934;LINHA P/ BORDAR BETA 95526;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20935;20935;LINHA P/ BORDAR BETA 95600;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20939;20939;LINHA P/ BORDAR BETA MULTICOLOR GM811;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20942;20942;LINHA P/ BORDAR BETA 95629;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20943;20943;LINHA P/ BORDAR BETA 95063;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20944;20944;LINHA P/ BORDAR BETA 95427;1;1;0;0;0;0;UNIDADES;UNIDADES
LINHAS;BORDAR;20955;20955;LINHA P/ BORDAR BETA 95678;1;1;0;0;0;0;UNIDADES;UNIDADES
