Empresa.....: N A INDUSTRIA E COMERCIO DE CONFECCOES LTDA;;;;Data/Hora.: 09/04/2024 16:43:11;;;;;;;;;;;;
TABELA DE PREÇO;;;;Usuário.: MARCELO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Descrição...: TABELA DE PRECO 18/03;;;;;;;;;;;;;;;;
Dt. Inicial...........: 17/03/2013;;Dt. Final.......: 31/12/2050;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Código;Código Comercial;Produto;Preço de Venda;COMISSAO 1 %;COMISSAO 2 %;COMISSAO 3 %;COMISSAO 4 %;COMISSAO 5 %;COMISSAO 6 %;COMISSAO 7 %;COMISSAO 8 %;COMISSAO 9 %;COMISSAO 10 %;;;
2297;2297;LINHA ALFA 80 5000M 5004;9,9000;9,9990;10,0980;10,1970;10,2960;10,3950;10,4940;10,5930;10,6920;10,7910;10,8900;;;
2331;2331;LINHA ALFA 80 5000M 5005;9,9000;9,9990;10,0980;10,1970;10,2960;10,3950;10,4940;10,5930;10,6920;10,7910;10,8900;;;
17159;17159;LINHA ALFA 80 5000M 5006;9,9000;9,9990;10,0980;10,1970;10,2960;10,3950;10,4940;10,5930;10,6920;10,7910;10,8900;;;
9177;9177;LINHA ALFA 80 5000M 5007;9,9000;9,9990;10,0980;10,1970;10,2960;10,3950;10,4940;10,5930;10,6920;10,7910;10,8900;;;
20698;20698;LINHA ALFA 80 5000M 5500 MARROM;9,9000;9,9990;10,0980;10,1970;10,2960;10,3950;10,4940;10,5930;10,6920;10,7910;10,8900;;;
10966;10966;LINHA ALFA 80 5000M 5501;9,9000;9,9990;10,0980;10,1970;10,2960;10,3950;10,4940;10,5930;10,6920;10,7910;10,8900;;;
10687;10687;LINHA ALFA 80 5000M 5503;9,9000;9,9990;10,0980;10,1970;10,2960;10,3950;10,4940;10,5930;10,6920;10,7910;10,8900;;;
10962;10962;LINHA ALFA 80 5000M 5505;9,9000;9,9990;10,0980;10,1970;10,2960;10,3950;10,4940;10,5930;10,6920;10,7910;10,8900;;;
18087;18087;LINHA BONDED NYL 40    ALFA 250G 0100 ;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
18139;18139;LINHA BONDED NYL 40    ALFA 250G 0125 VERMELHA;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
17120;17120;LINHA BONDED NYL 40    ALFA 250G 0285 MARINHO;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
18231;18231;LINHA BONDED NYL 40    ALFA 250G 0317 CINZA MEDIO;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
18172;18172;LINHA BONDED NYL 40    ALFA 250G 0318 CINZA ESCURO;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
19262;19262;LINHA BONDED NYL 40    ALFA 250G 0336 BEGE ESCURO;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
18137;18137;LINHA BONDED NYL 40    ALFA 250G 0356 BEGE CLARO;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
17225;17225;LINHA BONDED NYL 40    ALFA 250G 0407 MARROM ESCURO;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
18168;18168;LINHA BONDED NYL 40    ALFA 250G 0408 MARROM MEDIO;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
17226;17226;LINHA BONDED NYL 40    ALFA 250G 0603 MARROM CLARO;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
18127;18127;LINHA BONDED NYL 40    ALFA 250G 9900;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
18234;18234;LINHA BONDED NYL 40    ALFA 80G 0100 ;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
18233;18233;LINHA BONDED NYL 40    ALFA 80G 0125 VERMELHA;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
18232;18232;LINHA BONDED NYL 40    ALFA 80G 0285 MARINHO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
18124;18124;LINHA BONDED NYL 40    ALFA 80G 0317 CINZA MEDIO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
18235;18235;LINHA BONDED NYL 40    ALFA 80G 0318 CINZA ESCURO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
18237;18237;LINHA BONDED NYL 40    ALFA 80G 0336 BEGE ESCURO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
18223;18223;LINHA BONDED NYL 40    ALFA 80G 0356 BEGE CLARO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
18126;18126;LINHA BONDED NYL 40    ALFA 80G 0407 MARROM ESCURO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
18122;18122;LINHA BONDED NYL 40    ALFA 80G 0408 MARROM MEDIO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
18086;18086;LINHA BONDED NYL 40    ALFA 80G 0603 MARROM CLARO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
18221;18221;LINHA BONDED NYL 40    ALFA 80G 9900 ;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
18295;18295;LINHA BONDED NYL 60    ALFA 80G 0100;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
18118;18118;LINHA BONDED NYL 60    ALFA 80G 0125 VERMELHA;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
18236;18236;LINHA BONDED NYL 60    ALFA 80G 0285 MARINHO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
18214;18214;LINHA BONDED NYL 60    ALFA 80G 0317 CINZA MEDIO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
18229;18229;LINHA BONDED NYL 60    ALFA 80G 0318 CINZA ESCURO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
18225;18225;LINHA BONDED NYL 60    ALFA 80G 0336 BEGE ESCURO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
18085;18085;LINHA BONDED NYL 60    ALFA 80G 0356 BEGE CLARO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
18240;18240;LINHA BONDED NYL 60    ALFA 80G 0407 MARROM ESCURO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
17129;17129;LINHA BONDED NYL 60    ALFA 80G 0408 MARROM MEDIO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
18084;18084;LINHA BONDED NYL 60    ALFA 80G 0603 MARROM CLARO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
18298;18298;LINHA BONDED NYL 60    ALFA 80G 9900;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5200;5200;LINHA BONDED 40 ALFANYL 250G COR 0100  ;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
5199;5199;LINHA BONDED 40 ALFANYL 250G COR 7000 MARFIM;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
5284;5284;LINHA BONDED 40 ALFANYL 250G COR 7001 BEGE;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
5255;5255;LINHA BONDED 40 ALFANYL 250G COR 7101 BEGE;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
5287;5287;LINHA BONDED 40 ALFANYL 250G COR 7102 CAQUI CLARO;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
5257;5257;LINHA BONDED 40 ALFANYL 250G COR 7103 CAQUI ESCURO;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
5258;5258;LINHA BONDED 40 ALFANYL 250G COR 7104 CAQUI ESCURO;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
5265;5265;LINHA BONDED 40 ALFANYL 250G COR 7201 CHOCOLATE;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
5266;5266;LINHA BONDED 40 ALFANYL 250G COR 7202 MARROM CLARO;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
5290;5290;LINHA BONDED 40 ALFANYL 250G COR 7203 MARROM MEDIO;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
5267;5267;LINHA BONDED 40 ALFANYL 250G COR 7204 MARROM ESCURO;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
5084;5084;LINHA BONDED 40 ALFANYL 250G COR 7205 TELHA;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
5272;5272;LINHA BONDED 40 ALFANYL 250G COR 7301 ROSA ;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
5293;5293;LINHA BONDED 40 ALFANYL 250G COR 7401 VERMELHO;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
5276;5276;LINHA BONDED 40 ALFANYL 250G COR 7501 CINZA CLARO;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
5297;5297;LINHA BONDED 40 ALFANYL 250G COR 7502 CINZA ESCURO;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
5277;5277;LINHA BONDED 40 ALFANYL 250G COR 7503 CINZA MEDIO;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
5300;5300;LINHA BONDED 40 ALFANYL 250G COR 7504 CHUMBO;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
5303;5303;LINHA BONDED 40 ALFANYL 250G COR 7601 MARINHO;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
5281;5281;LINHA BONDED 40 ALFANYL 250G COR 7701 MUSGO;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
5081;5081;LINHA BONDED 40 ALFANYL 250G COR 7702 MUSGO;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
5204;5204;LINHA BONDED 40 ALFANYL 250G COR 9900;25,0000;25,2500;25,5000;25,7500;26,0000;26,2500;26,5000;26,7500;27,0000;27,2500;27,5000;;;
5201;5201;LINHA BONDED 40 ALFANYL 80G COR 0100  ;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5193;5193;LINHA BONDED 40 ALFANYL 80G COR 7000 MARFIM;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5283;5283;LINHA BONDED 40 ALFANYL 80G COR 7001 BEGE;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5250;5250;LINHA BONDED 40 ALFANYL 80G COR 7101 BEGE;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5286;5286;LINHA BONDED 40 ALFANYL 80G COR 7102 CAQUI CLARO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5252;5252;LINHA BONDED 40 ALFANYL 80G COR 7103 CAQUI ESCURO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5253;5253;LINHA BONDED 40 ALFANYL 80G COR 7104 CAQUI ESCURO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5262;5262;LINHA BONDED 40 ALFANYL 80G COR 7201 CHOCOLATE;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5263;5263;LINHA BONDED 40 ALFANYL 80G COR 7202 MARROM CLARO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5289;5289;LINHA BONDED 40 ALFANYL 80G COR 7203 MARROM MEDIO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5264;5264;LINHA BONDED 40 ALFANYL 80G COR 7204 MARROM ESCURO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5083;5083;LINHA BONDED 40 ALFANYL 80G COR 7205 TELHA;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5271;5271;LINHA BONDED 40 ALFANYL 80G COR 7301 ROSA;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5292;5292;LINHA BONDED 40 ALFANYL 80G COR 7401 VERMELHO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5274;5274;LINHA BONDED 40 ALFANYL 80G COR 7501 CINZA CLARO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5296;5296;LINHA BONDED 40 ALFANYL 80G COR 7502 CINZA ESCURO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5275;5275;LINHA BONDED 40 ALFANYL 80G COR 7503 CINZA MEDIO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5299;5299;LINHA BONDED 40 ALFANYL 80G COR 7504 CHUMBO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5302;5302;LINHA BONDED 40 ALFANYL 80G COR 7601 MARINHO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5280;5280;LINHA BONDED 40 ALFANYL 80G COR 7701 MUSGO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5079;5079;LINHA BONDED 40 ALFANYL 80G COR 7702 MUSGO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5203;5203;LINHA BONDED 40 ALFANYL 80G COR 9900;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5202;5202;LINHA BONDED 60 ALFANYL 80G COR 0100;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5248;5248;LINHA BONDED 60 ALFANYL 80G COR 7000 MARFIM;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5285;5285;LINHA BONDED 60 ALFANYL 80G COR 7001 BEGE;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5259;5259;LINHA BONDED 60 ALFANYL 80G COR 7101 BEGE;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5288;5288;LINHA BONDED 60 ALFANYL 80G COR 7102 CAQUI CLARO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5260;5260;LINHA BONDED 60 ALFANYL 80G COR 7103 CAQUI ESCURO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5261;5261;LINHA BONDED 60 ALFANYL 80G COR 7104 CAQUI ESCURO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5268;5268;LINHA BONDED 60 ALFANYL 80G COR 7201 CHOCOLATE;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5269;5269;LINHA BONDED 60 ALFANYL 80G COR 7202 MARROM CLARO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5291;5291;LINHA BONDED 60 ALFANYL 80G COR 7203 MARROM MEDIO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5270;5270;LINHA BONDED 60 ALFANYL 80G COR 7204 MARROM ESCURO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5085;5085;LINHA BONDED 60 ALFANYL 80G COR 7205 TELHA;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5273;5273;LINHA BONDED 60 ALFANYL 80G COR 7301 ROSA;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5295;5295;LINHA BONDED 60 ALFANYL 80G COR 7401 VERMELHO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5278;5278;LINHA BONDED 60 ALFANYL 80G COR 7501 CINZA CLARO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5298;5298;LINHA BONDED 60 ALFANYL 80G COR 7502 CINZA ESCURO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5279;5279;LINHA BONDED 60 ALFANYL 80G COR 7503 CINZA MEDIO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5301;5301;LINHA BONDED 60 ALFANYL 80G COR 7504 CHUMBO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5304;5304;LINHA BONDED 60 ALFANYL 80G COR 7601 MARINHO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5282;5282;LINHA BONDED 60 ALFANYL 80G COR 7701 MUSGO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5082;5082;LINHA BONDED 60 ALFANYL 80G COR 7702 MUSGO;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
5205;5205;LINHA BONDED 60 ALFANYL 80G COR 9900;8,9000;8,9890;9,0780;9,1670;9,2560;9,3450;9,4340;9,5230;9,6120;9,7010;9,7900;;;
19242;19242;LINHA BORDAR ALFA;8,3500;8,4335;8,5170;8,6005;8,6840;8,7675;8,8510;8,9345;9,0180;9,1015;9,1850;;;
20857;20857;LINHA BORDAR ALFA FOSCA 2262;5,9900;6,0499;6,1098;6,1697;6,2296;6,2895;6,3494;6,4093;6,4692;6,5291;6,5890;;;
20858;20858;LINHA BORDAR ALFA FOSCA 2310;5,9900;6,0499;6,1098;6,1697;6,2296;6,2895;6,3494;6,4093;6,4692;6,5291;6,5890;;;
20855;20855;LINHA BORDAR ALFA FOSCA 2400;5,9900;6,0499;6,1098;6,1697;6,2296;6,2895;6,3494;6,4093;6,4692;6,5291;6,5890;;;
20856;20856;LINHA BORDAR ALFA FOSCA 2528;5,9900;6,0499;6,1098;6,1697;6,2296;6,2895;6,3494;6,4093;6,4692;6,5291;6,5890;;;
20863;20863;LINHA BORDAR ALFA FOSCA 3346;5,9900;6,0499;6,1098;6,1697;6,2296;6,2895;6,3494;6,4093;6,4692;6,5291;6,5890;;;
20859;20859;LINHA BORDAR ALFA FOSCA 3553;5,9900;6,0499;6,1098;6,1697;6,2296;6,2895;6,3494;6,4093;6,4692;6,5291;6,5890;;;
20862;20862;LINHA BORDAR ALFA FOSCA 3606;5,9900;6,0499;6,1098;6,1697;6,2296;6,2895;6,3494;6,4093;6,4692;6,5291;6,5890;;;
20860;20860;LINHA BORDAR ALFA FOSCA 3676;5,9900;6,0499;6,1098;6,1697;6,2296;6,2895;6,3494;6,4093;6,4692;6,5291;6,5890;;;
20861;20861;LINHA BORDAR ALFA FOSCA 3772;5,9900;6,0499;6,1098;6,1697;6,2296;6,2895;6,3494;6,4093;6,4692;6,5291;6,5890;;;
20842;20842;LINHA BORDAR ALFA FOTOCROMIA P002 ;5,9900;6,0499;6,1098;6,1697;6,2296;6,2895;6,3494;6,4093;6,4692;6,5291;6,5890;;;
20844;20844;LINHA BORDAR ALFA FOTOCROMIA P008 ;5,9900;6,0499;6,1098;6,1697;6,2296;6,2895;6,3494;6,4093;6,4692;6,5291;6,5890;;;
20843;20843;LINHA BORDAR ALFA FOTOCROMIA P011 ;5,9900;6,0499;6,1098;6,1697;6,2296;6,2895;6,3494;6,4093;6,4692;6,5291;6,5890;;;
20865;20865;LINHA BORDAR ALFA GLOW/BRILHO 601;5,9900;6,0499;6,1098;6,1697;6,2296;6,2895;6,3494;6,4093;6,4692;6,5291;6,5890;;;
20867;20867;LINHA BORDAR ALFA GLOW/BRILHO 602;5,9900;6,0499;6,1098;6,1697;6,2296;6,2895;6,3494;6,4093;6,4692;6,5291;6,5890;;;
20868;20868;LINHA BORDAR ALFA GLOW/BRILHO 603;5,9900;6,0499;6,1098;6,1697;6,2296;6,2895;6,3494;6,4093;6,4692;6,5291;6,5890;;;
20869;20869;LINHA BORDAR ALFA GLOW/BRILHO 604;5,9900;6,0499;6,1098;6,1697;6,2296;6,2895;6,3494;6,4093;6,4692;6,5291;6,5890;;;
20870;20870;LINHA BORDAR ALFA GLOW/BRILHO 605;5,9900;6,0499;6,1098;6,1697;6,2296;6,2895;6,3494;6,4093;6,4692;6,5291;6,5890;;;
20866;20866;LINHA BORDAR ALFA GLOW/BRILHO 606;5,9900;6,0499;6,1098;6,1697;6,2296;6,2895;6,3494;6,4093;6,4692;6,5291;6,5890;;;
20853;20853;LINHA BORDAR ALFA MISTA SH008;12,1500;12,2715;12,3930;12,5145;12,6360;12,7575;12,8790;13,0005;13,1220;13,2435;13,3650;;;
20846;20846;LINHA BORDAR ALFA MISTA SH009 ;12,1500;12,2715;12,3930;12,5145;12,6360;12,7575;12,8790;13,0005;13,1220;13,2435;13,3650;;;
20910;20910;LINHA BORDAR ALFA MISTA SH023;12,1500;12,2715;12,3930;12,5145;12,6360;12,7575;12,8790;13,0005;13,1220;13,2435;13,3650;;;
20851;20851;LINHA BORDAR ALFA MISTA SH024 ;12,1500;12,2715;12,3930;12,5145;12,6360;12,7575;12,8790;13,0005;13,1220;13,2435;13,3650;;;
20911;20911;LINHA BORDAR ALFA MISTA SH026;12,1500;12,2715;12,3930;12,5145;12,6360;12,7575;12,8790;13,0005;13,1220;13,2435;13,3650;;;
20852;20852;LINHA BORDAR ALFA MISTA SH029 ;12,1500;12,2715;12,3930;12,5145;12,6360;12,7575;12,8790;13,0005;13,1220;13,2435;13,3650;;;
20912;20912;LINHA BORDAR ALFA MISTA SH030;12,1500;12,2715;12,3930;12,5145;12,6360;12,7575;12,8790;13,0005;13,1220;13,2435;13,3650;;;
20848;20848;LINHA BORDAR ALFA MISTA SH031;12,1500;12,2715;12,3930;12,5145;12,6360;12,7575;12,8790;13,0005;13,1220;13,2435;13,3650;;;
20850;20850;LINHA BORDAR ALFA MISTA SH033;12,1500;12,2715;12,3930;12,5145;12,6360;12,7575;12,8790;13,0005;13,1220;13,2435;13,3650;;;
20909;20909;LINHA BORDAR ALFA MISTA 2168/2462;12,1500;12,2715;12,3930;12,5145;12,6360;12,7575;12,8790;13,0005;13,1220;13,2435;13,3650;;;
20908;20908;LINHA BORDAR ALFA MISTA 2168/6909;12,1500;12,2715;12,3930;12,5145;12,6360;12,7575;12,8790;13,0005;13,1220;13,2435;13,3650;;;
20845;20845;LINHA BORDAR ALFA MISTA 2710/2753 ;12,1500;12,2715;12,3930;12,5145;12,6360;12,7575;12,8790;13,0005;13,1220;13,2435;13,3650;;;
20854;20854;LINHA BORDAR ALFA MISTA 3420/2170;12,1500;12,2715;12,3930;12,5145;12,6360;12,7575;12,8790;13,0005;13,1220;13,2435;13,3650;;;
20849;20849;LINHA BORDAR ALFA MISTA 3707/2297;12,1500;12,2715;12,3930;12,5145;12,6360;12,7575;12,8790;13,0005;13,1220;13,2435;13,3650;;;
20847;20847;LINHA BORDAR ALFA MISTA 5596/5783;12,1500;12,2715;12,3930;12,5145;12,6360;12,7575;12,8790;13,0005;13,1220;13,2435;13,3650;;;
20874;20874;LINHA BORDAR ALFA/TEMPERATURA WB001;5,9900;6,0499;6,1098;6,1697;6,2296;6,2895;6,3494;6,4093;6,4692;6,5291;6,5890;;;
20876;20876;LINHA BORDAR ALFA/TEMPERATURA WB003;5,9900;6,0499;6,1098;6,1697;6,2296;6,2895;6,3494;6,4093;6,4692;6,5291;6,5890;;;
20877;20877;LINHA BORDAR ALFA/TEMPERATURA WB004;5,9900;6,0499;6,1098;6,1697;6,2296;6,2895;6,3494;6,4093;6,4692;6,5291;6,5890;;;
20878;20878;LINHA BORDAR ALFA/TEMPERATURA WB005;5,9900;6,0499;6,1098;6,1697;6,2296;6,2895;6,3494;6,4093;6,4692;6,5291;6,5890;;;
