Empresa.....: N A INDUSTRIA E COMERCIO DE CONFECCOES LTDA;;;;Data/Hora.: 09/04/2024 16:43:11;;;;;;;;;;;;
TABELA DE PREÇO;;;;Usuário.: MARCELO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Descrição...: TABELA DE PRECO 18/03;;;;;;;;;;;;;;;;
Dt. Inicial...........: 17/03/2013;;Dt. Final.......: 31/12/2050;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Código;Código Comercial;Produto;Preço de Venda;COMISSAO 1 %;COMISSAO 2 %;COMISSAO 3 %;COMISSAO 4 %;COMISSAO 5 %;COMISSAO 6 %;COMISSAO 7 %;COMISSAO 8 %;COMISSAO 9 %;COMISSAO 10 %;;;
21126;21126;FIO 100% POLIESTER TEXTURIZADO COR 0510;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20746;20746;FIO 100% POLIESTER TEXTURIZADO COR 1000;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20672;20672;FIO 100% POLIESTER TEXTURIZADO COR 1001;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
21127;21127;FIO 100% POLIESTER TEXTURIZADO COR 1002;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20670;20670;FIO 100% POLIESTER TEXTURIZADO COR 1003;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20658;20658;FIO 100% POLIESTER TEXTURIZADO COR 1004;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
21170;21170;FIO 100% POLIESTER TEXTURIZADO COR 1500;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20726;20726;FIO 100% POLIESTER TEXTURIZADO COR 1501;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20668;20668;FIO 100% POLIESTER TEXTURIZADO COR 1502;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20742;20742;FIO 100% POLIESTER TEXTURIZADO COR 1503;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
21168;21168;FIO 100% POLIESTER TEXTURIZADO COR 1504;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
21169;1505;FIO 100% POLIESTER TEXTURIZADO COR 1505;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
21186;21186;FIO 100% POLIESTER TEXTURIZADO COR 1506;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
21128;21128;FIO 100% POLIESTER TEXTURIZADO COR 1507;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20619;20619;FIO 100% POLIESTER TEXTURIZADO COR 2000;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20713;20713;FIO 100% POLIESTER TEXTURIZADO COR 2001;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20561;20561;FIO 100% POLIESTER TEXTURIZADO COR 2003*;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
21129;21129;FIO 100% POLIESTER TEXTURIZADO COR 2004;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
21171;2005;FIO 100% POLIESTER TEXTURIZADO COR 2005;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20648;20648;FIO 100% POLIESTER TEXTURIZADO COR 2500;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20685;20685;FIO 100% POLIESTER TEXTURIZADO COR 2501;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20665;20665;FIO 100% POLIESTER TEXTURIZADO COR 2502;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
21130;21130;FIO 100% POLIESTER TEXTURIZADO COR 2503;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20667;20667;FIO 100% POLIESTER TEXTURIZADO COR 2504;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20712;20712;FIO 100% POLIESTER TEXTURIZADO COR 2505;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
21131;21131;FIO 100% POLIESTER TEXTURIZADO COR 2506;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20654;20654;FIO 100% POLIESTER TEXTURIZADO COR 2507;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20684;20684;FIO 100% POLIESTER TEXTURIZADO COR 2508;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20715;20715;FIO 100% POLIESTER TEXTURIZADO COR 2509;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20662;20662;FIO 100% POLIESTER TEXTURIZADO COR 2510;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20652;20652;FIO 100% POLIESTER TEXTURIZADO COR 2511;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
21172;21172;FIO 100% POLIESTER TEXTURIZADO COR 2512;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
21132;21132;FIO 100% POLIESTER TEXTURIZADO COR 2513;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20717;20717;FIO 100% POLIESTER TEXTURIZADO COR 2514;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
21133;21133;FIO 100% POLIESTER TEXTURIZADO COR 2515;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
21134;21134;FIO 100% POLIESTER TEXTURIZADO COR 2516;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20681;20681;FIO 100% POLIESTER TEXTURIZADO COR 2517;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20676;20676;FIO 100% POLIESTER TEXTURIZADO COR 2517/B;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20741;20741;FIO 100% POLIESTER TEXTURIZADO COR 2518;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20706;20706;FIO 100% POLIESTER TEXTURIZADO COR 2519;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20679;20679;FIO 100% POLIESTER TEXTURIZADO COR 2521;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20686;20686;FIO 100% POLIESTER TEXTURIZADO COR 2522;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20675;20675;FIO 100% POLIESTER TEXTURIZADO COR 2523;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20660;20660;FIO 100% POLIESTER TEXTURIZADO COR 3000;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20644;20644;FIO 100% POLIESTER TEXTURIZADO COR 3001;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20669;20669;FIO 100% POLIESTER TEXTURIZADO COR 3002;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20656;20656;FIO 100% POLIESTER TEXTURIZADO COR 3003;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20716;20716;FIO 100% POLIESTER TEXTURIZADO COR 3004;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20714;20714;FIO 100% POLIESTER TEXTURIZADO COR 3005;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20659;20659;FIO 100% POLIESTER TEXTURIZADO COR 3006;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20728;20728;FIO 100% POLIESTER TEXTURIZADO COR 3007;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20745;20745;FIO 100% POLIESTER TEXTURIZADO COR 3008;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20642;20642;FIO 100% POLIESTER TEXTURIZADO COR 3009;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20744;20744;FIO 100% POLIESTER TEXTURIZADO COR 3010;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
21173;21173;FIO 100% POLIESTER TEXTURIZADO COR 3011;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20646;20646;FIO 100% POLIESTER TEXTURIZADO COR 3500;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20643;20643;FIO 100% POLIESTER TEXTURIZADO COR 3501;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
21135;21135;FIO 100% POLIESTER TEXTURIZADO COR 3502;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20538;20538;FIO 100% POLIESTER TEXTURIZADO COR 4000;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20671;20671;FIO 100% POLIESTER TEXTURIZADO COR 4001;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20703;20703;FIO 100% POLIESTER TEXTURIZADO COR 4002;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20735;20735;FIO 100% POLIESTER TEXTURIZADO COR 4003;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20729;20729;FIO 100% POLIESTER TEXTURIZADO COR 4005;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20734;20734;FIO 100% POLIESTER TEXTURIZADO COR 4006;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20653;20653;FIO 100% POLIESTER TEXTURIZADO COR 4007;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20688;20688;FIO 100% POLIESTER TEXTURIZADO COR 4008;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20677;20677;FIO 100% POLIESTER TEXTURIZADO COR 4009;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20680;20680;FIO 100% POLIESTER TEXTURIZADO COR 4012;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20647;20647;FIO 100% POLIESTER TEXTURIZADO COR 4500;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20651;20651;FIO 100% POLIESTER TEXTURIZADO COR 4501;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20664;20664;FIO 100% POLIESTER TEXTURIZADO COR 4502;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20740;20740;FIO 100% POLIESTER TEXTURIZADO COR 4503;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20736;20736;FIO 100% POLIESTER TEXTURIZADO COR 4504;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
21136;21136;FIO 100% POLIESTER TEXTURIZADO COR 4505;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
21137;21137;FIO 100% POLIESTER TEXTURIZADO COR 4506;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20657;20657;FIO 100% POLIESTER TEXTURIZADO COR 4507;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20663;20663;FIO 100% POLIESTER TEXTURIZADO COR 4508;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
21138;21138;FIO 100% POLIESTER TEXTURIZADO COR 4509;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20683;20683;FIO 100% POLIESTER TEXTURIZADO COR 4510;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
21162;21162;FIO 100% POLIESTER TEXTURIZADO COR 4511;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20727;20727;FIO 100% POLIESTER TEXTURIZADO COR 4512;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
21139;21139;FIO 100% POLIESTER TEXTURIZADO COR 4513;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
21174;21174;FIO 100% POLIESTER TEXTURIZADO COR 4514;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
21140;21140;FIO 100% POLIESTER TEXTURIZADO COR 4515;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20702;20702;FIO 100% POLIESTER TEXTURIZADO COR 4516;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20520;20520;FIO 100% POLIESTER TEXTURIZADO COR 4517;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20622;20622;FIO 100% POLIESTER TEXTURIZADO COR 4519;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20705;20705;FIO 100% POLIESTER TEXTURIZADO COR 4520;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20666;20666;FIO 100% POLIESTER TEXTURIZADO COR 4521;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
21141;21141;FIO 100% POLIESTER TEXTURIZADO COR 4523;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20950;20950;FIO 100% POLIESTER TEXTURIZADO COR 5000;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20737;20737;FIO 100% POLIESTER TEXTURIZADO COR 5001;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20542;20542;FIO 100% POLIESTER TEXTURIZADO COR 5002;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
21175;21175;FIO 100% POLIESTER TEXTURIZADO COR 5003;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20682;20682;FIO 100% POLIESTER TEXTURIZADO COR 5004;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
21142;21142;FIO 100% POLIESTER TEXTURIZADO COR 5005;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
21159;21159;FIO 100% POLIESTER TEXTURIZADO COR 5006;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20678;20678;FIO 100% POLIESTER TEXTURIZADO COR 5007;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20739;20739;FIO 100% POLIESTER TEXTURIZADO COR 5008;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20550;20550;FIO 100% POLIESTER TEXTURIZADO COR 5009;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20546;20546;FIO 100% POLIESTER TEXTURIZADO COR 5500;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20738;20738;FIO 100% POLIESTER TEXTURIZADO COR 5501;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20661;20661;FIO 100% POLIESTER TEXTURIZADO COR 5502;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20743;20743;FIO 100% POLIESTER TEXTURIZADO COR 5504;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20790;20790;FIO 100% POLIESTER TEXTURIZADO TN 15;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
21115;21115;FIO 100% POLIESTER TEXTURIZADO TN 37;41,0000;41,4100;41,8200;42,2300;42,6400;43,0500;43,4600;43,8700;44,2800;44,6900;45,1000;;;
20552;20552;FITA ADESIVA OPOLOS 48MM X 72M TRANSPARENTE ;7,7000;7,7770;7,8540;7,9310;8,0080;8,0850;8,1620;8,2390;8,3160;8,3930;8,4700;;;
5020;5020;FITA ALFA DUPLA FACE AMARELA 19MM X 30M ;7,0000;7,0700;7,1400;7,2100;7,2800;7,3500;7,4200;7,4900;7,5600;7,6300;7,7000;;;
14225;14225;FITA CREPE BRANCA 50M;8,2000;8,2820;8,3640;8,4460;8,5280;8,6100;8,6920;8,7740;8,8560;8,9380;9,0200;;;
8600;8600;FITA DUPLA FACE BRANCA19MM X 30M;6,5000;6,5650;6,6300;6,6950;6,7600;6,8250;6,8900;6,9550;7,0200;7,0850;7,1500;;;
2397;2397;FITA GOMADA 70MM REFORCO ESTAMPADA;20,1500;20,3515;20,5530;20,7545;20,9560;21,1575;21,3590;21,5605;21,7620;21,9635;22,1650;;;
2395;2395;FITA GOMADA 70MM REFORCO LISA;18,8000;18,9880;19,1760;19,3640;19,5520;19,7400;19,9280;20,1160;20,3040;20,4920;20,6800;;;
4951;4951;FITA METRICA AZUL COM 2M ;10,0000;10,1000;10,2000;10,3000;10,4000;10,5000;10,6000;10,7000;10,8000;10,9000;11,0000;;;
4953;4953;FITA METRICA BRANCA COM 2M ;10,0000;10,1000;10,2000;10,3000;10,4000;10,5000;10,6000;10,7000;10,8000;10,9000;11,0000;;;
4954;4954;FITA METRICA ROSA COM 2M ;10,0000;10,1000;10,2000;10,3000;10,4000;10,5000;10,6000;10,7000;10,8000;10,9000;11,0000;;;
4952;4952;FITA METRICA VERDE COM 2M ;10,0000;10,1000;10,2000;10,3000;10,4000;10,5000;10,6000;10,7000;10,8000;10,9000;11,0000;;;
213;213;FITILHO DE NW GR100 BRANCO;58,0000;58,5800;59,1600;59,7400;60,3200;60,9000;61,4800;62,0600;62,6400;63,2200;63,8000;;;
212;212;FITILHO DE NW GR100 PRETO;58,0000;58,5800;59,1600;59,7400;60,3200;60,9000;61,4800;62,0600;62,6400;63,2200;63,8000;;;
434;434;FIVELA NIQUELADA LISA;0,2300;0,2323;0,2346;0,2369;0,2392;0,2415;0,2438;0,2461;0,2484;0,2507;0,2530;;;
443;443;FIVELA OURO VELHO LISA;0,2300;0,2323;0,2346;0,2369;0,2392;0,2415;0,2438;0,2461;0,2484;0,2507;0,2530;;;
441;441;FIVELA PANDA NIQUEL 100 UN;0,2630;0,2656;0,2683;0,2709;0,2735;0,2762;0,2788;0,2814;0,2840;0,2867;0,2893;;;
8532;8532;FIVELA PASSANTE 18MM NIQUELADA;0,4000;0,4040;0,4080;0,4120;0,4160;0,4200;0,4240;0,4280;0,4320;0,4360;0,4400;;;
445;445;FIVELA PASSANTE 18MM OURO VELHO;0,4000;0,4040;0,4080;0,4120;0,4160;0,4200;0,4240;0,4280;0,4320;0,4360;0,4400;;;
20378;20378;FLAVINA ESFERASIL/TRILLON T-8GFF;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;0,0000;;;
4138;4138;ILHOS OVAL NIQUELADO 250 UN;51,0000;51,5100;52,0200;52,5300;53,0400;53,5500;54,0600;54,5700;55,0800;55,5900;56,1000;;;
4137;4137;ILHOS OVAL OURO VELHO 250 UN;51,0000;51,5100;52,0200;52,5300;53,0400;53,5500;54,0600;54,5700;55,0800;55,5900;56,1000;;;
3014;3014;ILHOS 108/60 FIVELA NIQUELADO;28,0000;28,2800;28,5600;28,8400;29,1200;29,4000;29,6800;29,9600;30,2400;30,5200;30,8000;;;
2906;2906;ILHOS 108/60 FIVELA OURO VELHO;28,0000;28,2800;28,5600;28,8400;29,1200;29,4000;29,6800;29,9600;30,2400;30,5200;30,8000;;;
15837;15837;ILHOS 45 COM ARRUELA NIQUELADO;88,9000;89,7890;90,6780;91,5670;92,4560;93,3450;94,2340;95,1230;96,0120;96,9010;97,7900;;;
18396;18396;ILHOS 45 COM ARRUELA PRETO;88,9000;89,7890;90,6780;91,5670;92,4560;93,3450;94,2340;95,1230;96,0120;96,9010;97,7900;;;
19547;19547;INDUSTRIALIZACAO SUTACHE;10,0000;10,1000;10,2000;10,3000;10,4000;10,5000;10,6000;10,7000;10,8000;10,9000;11,0000;;;
17042;17042;KIT LINHA PARA COSTURA 120, 1.500JDS, 10 CONES;30,0000;30,3000;30,6000;30,9000;31,2000;31,5000;31,8000;32,1000;32,4000;32,7000;33,0000;;;
17049;17049;KIT LINHA PARA COSTURA 120, 1.500JDS, 20 CONES;60,0000;60,6000;61,2000;61,8000;62,4000;63,0000;63,6000;64,2000;64,8000;65,4000;66,0000;;;
17046;17046;KIT LINHA PARA COSTURA 120, 1.500JDS, 25 CONES;75,0000;75,7500;76,5000;77,2500;78,0000;78,7500;79,5000;80,2500;81,0000;81,7500;82,5000;;;
17047;17047;KIT LINHA PARA COSTURA 120, 1.500JDS, 30 CONES;90,0000;90,9000;91,8000;92,7000;93,6000;94,5000;95,4000;96,3000;97,2000;98,1000;99,0000;;;
17030;3420;KIT LINHA PARA COSTURA 120, 1.500JDS, 5 CONES;15,0000;15,1500;15,3000;15,4500;15,6000;15,7500;15,9000;16,0500;16,2000;16,3500;16,5000;;;
15176;15176;LINHA ALFA METALIC L1 PRATEADA;29,0000;29,2900;29,5800;29,8700;30,1600;30,4500;30,7400;31,0300;31,3200;31,6100;31,9000;;;
15178;15178;LINHA ALFA METALIC L6 DOURADA ;54,5000;55,0450;55,5900;56,1350;56,6800;57,2250;57,7700;58,3150;58,8600;59,4050;59,9500;;;
2144;2144;LINHA ALFA P/CANELINHA CORES;9,3000;9,3930;9,4860;9,5790;9,6720;9,7650;9,8580;9,9510;10,0440;10,1370;10,2300;;;
19772;19772;LINHA ALFA P/CANELINHA 125M 144 UNID.;39,5500;39,9455;40,3410;40,7365;41,1320;41,5275;41,9230;42,3185;42,7140;43,1095;43,5050;;;
20321;20321;LINHA ALFA P/CANELINHA 150 15000M BRANCA;16,7500;16,9175;17,0850;17,2525;17,4200;17,5875;17,7550;17,9225;18,0900;18,2575;18,4250;;;
5010;5010;LINHA ALFA P/CANELINHA 150 15000M OFF WHITE;14,8500;14,9985;15,1470;15,2955;15,4440;15,5925;15,7410;15,8895;16,0380;16,1865;16,3350;;;
20322;20322;LINHA ALFA P/CANELINHA 150 15000M PRETA ;16,7500;16,9175;17,0850;17,2525;17,4200;17,5875;17,7550;17,9225;18,0900;18,2575;18,4250;;;
19774;19774;LINHA ALFA 120 10000M    9900 PRETA ;14,3500;14,4935;14,6370;14,7805;14,9240;15,0675;15,2110;15,3545;15,4980;15,6415;15,7850;;;
15042;15042;LINHA ALFA 120 10000M CORES ;14,3500;14,4935;14,6370;14,7805;14,9240;15,0675;15,2110;15,3545;15,4980;15,6415;15,7850;;;
3675;3675;LINHA ALFA 120 10000M 0000 OFF WHITE;10,6000;10,7060;10,8120;10,9180;11,0240;11,1300;11,2360;11,3420;11,4480;11,5540;11,6600;;;
19775;19775;LINHA ALFA 120 10000M 0100 BRANCA;14,3500;14,4935;14,6370;14,7805;14,9240;15,0675;15,2110;15,3545;15,4980;15,6415;15,7850;;;
20382;20382;LINHA ALFA 120 10000M 0502 AM. BB;14,3500;14,4935;14,6370;14,7805;14,9240;15,0675;15,2110;15,3545;15,4980;15,6415;15,7850;;;
20383;20383;LINHA ALFA 120 10000M 0504 AM. BB;14,3500;14,4935;14,6370;14,7805;14,9240;15,0675;15,2110;15,3545;15,4980;15,6415;15,7850;;;
20926;20926;LINHA ALFA 120 10000M 1504;14,3500;14,4935;14,6370;14,7805;14,9240;15,0675;15,2110;15,3545;15,4980;15,6415;15,7850;;;
5071;5071;LINHA ALFA 120 10000M 2001;14,3500;14,4935;14,6370;14,7805;14,9240;15,0675;15,2110;15,3545;15,4980;15,6415;15,7850;;;
